date,topic_Economy_taxes_tariffs_seed_binary,topic_Border_security_immigration_seed_binary,topic_Foreign_policy_seed_binary,topic_Energy_seed_binary,topic_Environment_seed_binary,topic_Government_reform_seed_binary,topic_Legal_battles_seed_binary,topic_Media_attacks_seed_binary,topic_Political_opposition_attacks_seed_binary,topic_Patriotism_seed_binary,topic_Domestic_social_initiatives_seed_binary,nmf_topic_0_binary,nmf_topic_1_binary,nmf_topic_2_binary,nmf_topic_3_binary,nmf_topic_4_binary,nmf_topic_5_binary,nmf_topic_6_binary,nmf_topic_7_binary,nmf_topic_8_binary,nmf_topic_9_binary,nmf_topic_10_binary,embedding_topic_0_binary,embedding_topic_1_binary,embedding_topic_2_binary,embedding_topic_3_binary,embedding_topic_4_binary,embedding_topic_5_binary,embedding_topic_6_binary,embedding_topic_7_binary,embedding_topic_8_binary,embedding_topic_9_binary,embedding_topic_10_binary,raw_char_count,clean_char_count,word_count,topic_Economy_taxes_tariffs_seed_count,topic_Border_security_immigration_seed_count,topic_Foreign_policy_seed_count,topic_Energy_seed_count,topic_Environment_seed_count,topic_Government_reform_seed_count,topic_Legal_battles_seed_count,topic_Media_attacks_seed_count,topic_Political_opposition_attacks_seed_count,topic_Patriotism_seed_count,topic_Domestic_social_initiatives_seed_count,nmf_topic_0_score,nmf_topic_1_score,nmf_topic_2_score,nmf_topic_3_score,nmf_topic_4_score,nmf_topic_5_score,nmf_topic_6_score,nmf_topic_7_score,nmf_topic_8_score,nmf_topic_9_score,nmf_topic_10_score,Economy_taxes_tariffs_topic_sentence_count,Border_security_immigration_topic_sentence_count,Foreign_policy_topic_sentence_count,Energy_topic_sentence_count,Environment_topic_sentence_count,Government_reform_topic_sentence_count,Legal_battles_topic_sentence_count,Media_attacks_topic_sentence_count,Political_opposition_attacks_topic_sentence_count,Patriotism_topic_sentence_count,Domestic_social_initiatives_topic_sentence_count,vix_close,delta_vix,vix_pct_change,vix_lag1,delta_vix_lag1,sp500_close,sp500_return,sp500_return_lag1,sp500_rolling_vol_5d,sp500_rolling_vol_10d
2025-06-16,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4582.833333333333,4096.166666666667,4526,3.1666666666666665,0.3333333333333333,10.666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.5,3.6666666666666665,0.0,0.0020706508967888,0.0652244229310517,0.2150782944239967,0.2988619243318549,0.0727605896688919,0.0,0.0510849390242244,0.0224270624068379,0.1773318237549101,0.007832905349637,0.0873273872118062,2.5,0.3333333333333333,7.833333333333333,0.0,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.5,2.6666666666666665,0.0,19.11,-1.7100000000000009,-0.08213256484149856,20.82,2.8000000000000007,6033.11,0.009392719053299414,-0.01129645375054178,0.008119381694929081,0.00674122431934703
2025-06-17,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15615.0,13344.0,2509,10.0,1.0,20.0,0.0,0.0,1.0,2.0,0.0,4.0,3.0,1.0,0.0841473810421968,0.1870246123085088,0.6265297505181711,0.0,0.0,0.0,0.0214963096940264,0.0,0.0,0.0256386814387347,0.0551632649983622,9.0,1.0,11.0,0.0,0.0,1.0,2.0,0.0,4.0,3.0,1.0,21.6,2.490000000000002,0.1302982731554161,19.11,-1.7100000000000009,5982.72,-0.008352242873078675,0.009392719053299414,0.00852772904670967,0.007239249119492302
2025-06-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,19807.0,18690.33333333333,10636,8.0,4.0,31.0,1.0,1.0,0.3333333333333333,1.6666666666666667,2.0,2.6666666666666665,8.333333333333334,0.6666666666666666,0.0523674527921947,0.1843092368059721,0.3807975919884434,0.0014383187127448,0.0107725848075571,0.0,0.0463154955596353,0.1408624183120241,0.0713486538881639,0.0565120386185571,0.055276208514707,8.0,4.0,23.666666666666668,1.0,1.0,0.3333333333333333,1.6666666666666667,2.0,2.6666666666666665,7.666666666666667,0.6666666666666666,20.14,-1.4600000000000009,-0.06759259259259265,21.6,2.490000000000002,5980.87,-0.00030922389816012696,-0.008352242873078675,0.008532398539085039,0.007241181714278405
2025-06-20,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14658.0,13902.0,2570,5.0,0.0,56.0,4.0,0.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,0.3134036938705046,0.2353205634127351,0.0,0.142220077893596,0.0,0.1573327094476307,0.0,0.0076769400224716,0.0,0.1440460153530618,5.0,0.0,41.0,4.0,0.0,1.0,2.0,0.0,2.0,1.0,3.0,20.62,-1.5500000000000007,-0.06991429860171405,22.17,2.030000000000001,5967.84,-0.002178612810510794,-0.00030922389816012696,0.008030473402687168,0.007044766027229803
2025-06-23,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3174.0,3043.0,532,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.382749730163658,0.0,0.4571235032378884,0.1601267665984536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,19.83,-0.7900000000000027,-0.038312318137730506,20.62,-1.5500000000000007,6025.17,0.009606490790637912,-0.002178612810510794,0.007774887288667985,0.0069432796491020205
2025-06-24,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7512.0,7043.0,2650,0.0,0.0,30.5,3.0,0.0,1.0,0.0,2.5,1.5,0.0,0.0,0.0,0.5407469529189848,0.1971963743646688,0.0,0.1615944019424663,0.0147397906672276,0.0,0.0,0.0,0.0,0.0857224801066522,0.0,0.0,25.0,3.0,0.0,1.0,0.0,2.5,1.5,0.0,0.0,17.48,-2.349999999999998,-0.11850731215330301,19.83,-0.7900000000000027,6092.18,0.011121677894565751,0.009606490790637912,0.008231395044063351,0.007727702554251146
2025-06-25,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,23631.0,22957.666666666668,12841,8.666666666666666,0.3333333333333333,60.0,6.0,0.0,3.6666666666666665,0.3333333333333333,7.666666666666667,2.6666666666666665,4.0,0.6666666666666666,0.0305303673345994,0.2996438666246547,0.0491949922879432,0.0122145268555103,0.121394688075568,0.0277517542435713,0.046824269164559,0.1339668855633769,0.0572551919015339,0.0326374532068426,0.1885860047418404,8.666666666666666,0.3333333333333333,47.333333333333336,5.666666666666667,0.0,3.6666666666666665,0.3333333333333333,6.666666666666667,2.6666666666666665,3.6666666666666665,0.6666666666666666,16.76,-0.7199999999999989,-0.041189931350114395,17.48,-2.349999999999998,6092.16,-3.282897091061443e-06,0.011121677894565751,0.006210885135200519,0.007603684901666183
2025-06-26,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,40852.0,40598.0,7551,49.0,47.0,9.0,0.0,0.0,2.0,3.0,4.0,8.0,16.0,12.0,0.1890191143382088,0.0,0.0429924436144428,0.0263338419397849,0.0,0.0,0.0559363792138567,0.0330430664706542,0.0,0.6526751544230524,0.0,42.0,35.0,8.0,0.0,0.0,2.0,3.0,4.0,8.0,16.0,9.0,16.59,-0.1700000000000017,-0.010143198090692196,16.76,-0.7199999999999989,6141.02,0.008020143922681022,-3.282897091061443e-06,0.0059977194877138375,0.007789220513702031
2025-06-27,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,36570.0,35315.333333333336,19624,29.666666666666668,10.0,54.66666666666666,0.6666666666666666,0.6666666666666666,3.0,11.0,5.0,7.333333333333333,10.333333333333334,3.333333333333333,0.2229431999762147,0.0718220011687527,0.0023853602270623,0.1423783676470031,0.124561883166204,0.0482920670891001,0.1066899564723347,0.0212285221373768,0.1177283929537568,0.0612058885866951,0.0807643605754992,26.666666666666668,8.0,42.333333333333336,0.6666666666666666,0.6666666666666666,2.6666666666666665,14.333333333333334,4.666666666666667,7.0,10.0,3.0,16.32,-0.2699999999999996,-0.016274864376130127,16.59,-0.1700000000000017,6173.07,0.005219002706390752,0.008020143922681022,0.0043825219184054865,0.007838241724928087
2025-07-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,26428.8,25574.8,23774,6.4,28.6,3.6,3.2,0.6,11.8,3.6,1.0,8.8,7.4,1.8,0.0588061121607964,0.0198070289334771,0.3131325570259261,0.0109889222601419,0.0466033496527467,0.0306580502159026,0.2409419673474559,0.0,0.034845581164612,0.2100518259114558,0.0341646053274851,6.2,22.0,3.2,2.6,0.6,9.2,3.4,1.0,8.2,6.4,1.6,16.83,0.09999999999999787,0.005977286312014218,16.73,0.41000000000000014,6198.01,-0.0011184618731818752,0.0051643671625301035,0.0038649206206956108,0.006112287745695675
2025-07-03,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,8446.0,7846.0,1466,8.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0260400129492238,0.0091090236917225,0.40156178463254,0.0,0.0621374760312028,0.0,0.0,0.0,0.2596596948642465,0.1340704651366367,0.1074215426944275,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,16.38,-0.26000000000000156,-0.01562500000000011,16.64,-0.18999999999999773,6279.35,0.00833892687501403,0.004745071401949907,0.0034394155070199437,0.0046306660418741884
2025-07-07,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,25081.0,24013.5,7412,21.0,5.0,30.5,5.5,0.5,6.5,1.5,1.5,5.0,14.0,1.0,0.14853728787063009,0.0410129294603931,0.0396115472422045,0.1981185405631955,0.0726521991256281,0.0,0.0929196239732032,0.0557968306465355,0.6248163175136334,0.3848884293409488,0.3416462942636267,18.0,4.0,23.5,4.5,0.5,5.5,1.5,1.5,5.0,13.5,1.0,17.79,0.3099999999999987,0.017734553775743622,17.48,1.1000000000000014,6229.98,-0.00786227873904155,0.00833892687501403,0.0064150740870661666,0.005796837743460978
2025-07-08,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,106357.0,104383.0,19497,87.0,17.0,66.0,30.0,14.0,22.0,15.0,18.0,19.0,15.0,7.0,0.3222590513794361,0.0511586671569674,0.0193065897918882,0.0206870450066929,0.0,0.036959302230258,0.1677466646199123,0.0880848660088327,0.0196743011329096,0.1483058348411418,0.1258176778319606,76.0,16.0,52.0,24.0,12.0,19.0,14.0,15.0,18.0,15.0,6.0,16.81,-0.9800000000000004,-0.05508712759977519,17.79,0.3099999999999987,6225.52,-0.0007158931489344988,-0.00786227873904155,0.006191474850483598,0.005669150239780819
2025-07-09,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,42539.0,41381.0,7636,30.0,9.0,85.0,11.0,2.0,7.0,1.0,5.0,4.0,11.0,1.0,0.1497168000046993,0.0094281076692354,0.0131656439810642,0.0,0.3869311408425715,0.0289743610685335,0.1221684296336038,0.0,0.1207010374571738,0.0,0.1689144793431182,26.0,8.0,65.0,6.0,2.0,4.0,1.0,5.0,4.0,11.0,1.0,15.94,-0.8699999999999992,-0.05175490779298031,16.81,-0.9800000000000004,6263.26,0.0060621442064277,-0.0007158931489344988,0.006496047372939979,0.005088685493146245
2025-07-11,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3634.0,3369.0,609,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1693793082885878,0.0,0.4597134820921281,0.0,0.0,0.0,0.0656116697478592,0.0,0.0,0.1829538821335086,0.122341657737916,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.4,0.6199999999999992,0.03929024081115329,15.78,-0.16000000000000014,6259.75,-0.0032975291618766445,0.00274617371784025,0.005376126002168295,0.005028010606837436
2025-07-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,24547.0,23984.6,22772,17.4,5.8,24.6,2.8,0.2,2.0,0.8,3.2,7.2,10.4,1.0,0.1586967077887361,0.0274095829551129,0.0574663876084412,0.0202126799909907,0.0144875804616461,0.0051469996321847,0.0345274578135212,0.2433344555458881,0.0210759473634588,0.2137697347738092,0.2038724660662104,13.8,5.2,19.0,1.8,0.2,1.8,0.8,2.4,7.0,8.8,1.0,17.2,0.8000000000000007,0.04878048780487809,16.4,0.6199999999999992,6268.56,0.0014074044490595128,-0.0032975291618766445,0.003534273125846896,0.0048934953410268885
2025-07-15,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,31688.0,30501.33333333333,16589,33.333333333333336,1.0,27.33333333333333,26.33333333333333,3.333333333333333,3.6666666666666665,4.333333333333333,1.6666666666666667,5.333333333333333,18.0,1.3333333333333333,0.3961180632150188,0.0,0.2175642663771458,0.0356888255391223,0.0318302236094553,0.0,0.0,0.0088534294224974,0.1433078362428725,0.0,0.1666373555938877,29.33333333333333,1.0,22.33333333333333,20.666666666666668,3.333333333333333,3.6666666666666665,4.666666666666667,1.6666666666666667,4.666666666666667,15.333333333333334,1.3333333333333333,17.38,0.17999999999999972,0.010465116279069653,17.2,0.8000000000000007,6243.76,-0.003956251515499609,0.0014074044490595128,0.004214346172794514,0.004993311041459359
2025-07-16,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,26414.5,25466.0,9417,25.0,12.0,13.5,2.5,0.5,4.0,5.5,6.0,4.5,12.0,6.0,0.16108809114594,0.0,0.0069826867424032,0.0871633796227085,0.0434928243485372,0.0340598747844353,0.1299191086760979,0.0386569004891311,0.2701316982568179,0.1966407056403499,0.0318647302935787,20.5,8.0,10.5,2.5,0.5,4.0,5.5,6.0,3.5,11.0,6.0,17.16,-0.21999999999999886,-0.012658227848101222,17.38,0.17999999999999972,6263.7,0.003193588478737075,-0.003956251515499609,0.003400189155871244,0.0050112247713384175
2025-07-18,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,25218.5,24952.5,9325,10.0,2.0,4.5,0.0,0.0,3.5,0.0,2.5,4.0,14.5,1.5,0.0884778137659567,0.0043497019269578,0.0456600918204215,0.0462906084348555,0.1098199697179803,0.0,0.0104428858161982,0.2570916143149087,0.0,0.437867314202721,0.0,10.0,1.0,3.5,0.0,0.0,3.0,0.0,2.5,4.0,10.0,1.5,16.41,-0.10999999999999943,-0.006658595641646503,16.52,-0.6400000000000006,6296.79,-9.051412020266714e-05,0.005373820585277134,0.0035245393624582524,0.004389282552456923
2025-07-22,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,17500.5,16895.5,6276,21.0,2.5,13.0,0.5,0.0,6.5,8.0,3.5,5.5,2.0,2.5,0.1044402955066094,0.0024091239123922,0.3200708259210316,0.00415375596272,0.0694020606982325,0.0,0.0635001330435573,0.0026342680567666,0.1635372865888715,0.0896317337574037,0.1802205165524147,16.0,2.5,11.0,0.5,0.0,6.5,7.0,3.0,5.5,2.0,2.0,16.5,-0.14999999999999858,-0.009009009009008917,16.65,0.23999999999999844,6309.62,0.0006375285460542557,0.0013991255862113583,0.002198988408236582,0.0032674783368691613
2025-07-23,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50649.0,50406.0,9264,54.0,3.0,30.0,39.0,17.0,4.0,0.0,1.0,10.0,41.0,2.0,0.6806621369949616,0.0,0.0,0.1004368177691143,0.0307144327985388,0.0039376448143001,0.0,0.0930007064370082,0.0,0.0912482611860768,0.0,42.0,3.0,25.0,27.0,17.0,4.0,0.0,1.0,10.0,38.0,2.0,15.37,-1.1300000000000008,-0.06848484848484848,16.5,-0.14999999999999858,6358.91,0.007811880905664648,0.0006375285460542557,0.0034088522031472134,0.003579909263925729
2025-07-24,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9540.5,8969.0,3414,19.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6160737258758534,0.0,0.1095529001519952,0.0,0.0,0.0,0.0,0.053184377921164,0.1996430196011045,0.0,0.0215459764498827,16.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,15.39,0.02000000000000135,0.0013012361743658385,15.37,-1.1300000000000008,6363.35,0.000698232873244109,0.007811880905664648,0.0032410859144855354,0.003560656602513881
2025-07-25,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,26822.0,25249.0,4822,36.0,0.0,16.0,1.0,2.0,0.0,7.0,0.0,1.0,5.0,5.0,0.2560487867352614,0.0,0.0899304894549649,0.0,0.1057656855640616,0.0,0.0408858361330372,0.0350669346496435,0.2808574032263908,0.0,0.1914448642366405,33.0,0.0,11.0,1.0,2.0,0.0,8.0,0.0,1.0,4.0,5.0,14.93,-0.46000000000000085,-0.029889538661468595,15.39,0.02000000000000135,6388.64,0.003974321701619488,0.000698232873244109,0.0030618553101835902,0.003241628179012979
